1.19209e-007	0
1.00976e-006	9.07752e-008
-3.44034e-006	-3.41247e-006
-3.47272e-006	-1.54396e-006
-1.69579e-006	6.07873e-006
100	4.81817e-005
1.22368e-005	3.36744e-007
7.34948e-006	1.58904e-005
2.02262e-005	-1.04867e-005
-3.6281e-006	-2.03578e-005
-1.70677e-005	-2.88404e-005
6.77007e-006	7.76628e-006
2.29438e-005	-4.12152e-005
-4.87203e-006	1.97886e-005
1.62171e-005	-5.4731e-007
1.32173e-005	-3.52227e-005
3.12781e-005	-1.50809e-005
-1.21638e-005	-2.99966e-005
-1.17694e-005	7.40859e-006
2.31151e-005	1.81523e-005
-1.72106e-005	-1.52272e-005
-7.39686e-007	5.39928e-005
-9.26682e-006	-1.35886e-005
-4.71381e-005	2.47423e-005
-5.44817e-005	-1.30598e-005
-6.43914e-005	3.8147e-006
5.83454e-005	-2.92683e-005
2.54565e-005	3.83967e-005
3.17323e-005	-1.81863e-005
-6.88616e-006	-4.20344e-005
7.13446e-005	2.61748e-006
3.73188e-005	2.41314e-005
-1.02499e-005	-4.06841e-005
3.97805e-005	-4.03352e-005
-8.51097e-005	-4.67874e-008
-5.54851e-005	4.48801e-005
-0.00010813	7.46013e-005
-7.0909e-005	5.77852e-005
-6.36421e-005	2.30069e-005
4.91869e-005	8.07938e-006
6.16178e-005	-2.16745e-005
-1.61743e-005	7.3671e-006
1.40699e-005	-7.0513e-006
5.81578e-005	-9.4344e-005
1.22047e-005	9.30492e-006
-2.78276e-005	0.000139821
-1.47918e-005	0.00010283
0.000133141	-3.42285e-005
-0.000100669	0.000160174
-2.35814e-006	-4.89482e-005
8.71792e-012	3.68869e-005
-6.29771e-005	2.75663e-005
7.67274e-005	3.34198e-005
-8.55667e-005	2.09632e-005
1.52411e-005	2.75182e-005
8.07549e-005	-0.000122071
6.81515e-005	6.5092e-005
-1.84773e-005	-0.000138898
3.68344e-005	3.39875e-005
-8.33164e-005	6.63732e-005
-1.85415e-005	-7.60506e-005
-6.23462e-005	6.41435e-005
-2.46838e-005	7.49196e-005
6.56673e-006	-4.35029e-005
7.31213e-005	0.000109409
0.000139915	2.67258e-006
9.98527e-005	-0.000172834
0.000129327	-0.000182759
7.14352e-005	-5.48265e-005
6.13794e-005	-0.000142081
-0.000184545	8.15547e-005
5.35033e-005	9.62778e-005
6.88516e-006	2.87625e-005
-0.000121128	2.38435e-005
0.0001303	7.02326e-005
1.1444e-005	9.15526e-005
3.06648e-005	3.67233e-005
0.000108943	6.25671e-005
-0.000193226	-0.000105366
-0.000114851	1.05615e-005
7.06802e-005	-5.95631e-005
-0.000224606	-0.000115778
0.000126778	-0.000192279
0.000114362	-0.000203432
-0.000362205	-3.2613e-005
-0.000146323	-0.000299426
-0.000208106	7.22891e-005
-0.00011414	-2.34222e-005
-8.52419e-005	-3.68609e-005
8.83792e-005	0.000153232
0.000143972	-0.00010481
-0.00011212	-0.000139443
-0.000176281	-0.000111959
-4.98646e-005	4.6337e-005
-0.000374239	-3.21532e-005
99.9998	0.000816171
0.000277531	9.43034e-006
0.000166558	0.000126174
0.000107705	4.1616e-006
0.000211575	-4.99391e-005
